"condition","model","id","trial","context","L_index","M_index","H_index","left_index","middle_index","right_index","choice_idx","accuracy","L_outcome","M_outcome","H_outcome","left_outcome","middle_outcome","right_outcome"
"standard prompt","gpt-3.5-turbo-0125",29,33,3,7,8,9,8,7,9,2,1,13,52,86,52,13,86
"standard prompt","gpt-3.5-turbo-0125",29,34,0,0,-99,1,0,-99,1,1,1,15,0,52,15,0,52
"standard prompt","gpt-3.5-turbo-0125",29,35,2,5,-99,6,6,-99,5,0,1,15,0,82,82,0,15
"standard prompt","gpt-3.5-turbo-0125",29,36,2,5,-99,6,6,-99,5,0,1,13,0,86,86,0,13
"standard prompt","gpt-3.5-turbo-0125",29,37,0,0,-99,1,0,-99,1,1,1,13,0,55,13,0,55
"standard prompt","gpt-3.5-turbo-0125",29,38,2,5,-99,6,5,-99,6,1,1,16,0,83,16,0,83
"standard prompt","gpt-3.5-turbo-0125",29,39,0,0,-99,1,1,-99,0,0,1,15,0,48,48,0,15
"standard prompt","gpt-3.5-turbo-0125",29,40,2,5,-99,6,6,-99,5,0,1,12,0,84,84,0,12
"standard prompt","gpt-3.5-turbo-0125",29,41,0,0,-99,1,1,-99,0,0,1,14,0,48,48,0,14
"standard prompt","gpt-3.5-turbo-0125",29,42,1,2,3,4,2,4,3,2,0,13,33,52,13,52,33
"standard prompt","gpt-3.5-turbo-0125",29,43,2,5,-99,6,6,-99,5,0,1,14,0,87,87,0,14
"standard prompt","gpt-3.5-turbo-0125",29,44,3,7,8,9,7,8,9,2,1,14,49,84,14,49,84
"standard prompt","gpt-3.5-turbo-0125",29,45,3,7,8,9,9,8,7,0,1,11,46,85,85,46,11
"standard prompt","gpt-3.5-turbo-0125",29,46,2,5,-99,6,6,-99,5,0,1,13,0,84,84,0,13
"standard prompt","gpt-3.5-turbo-0125",29,47,3,7,8,9,7,9,8,1,1,12,46,83,12,83,46
"standard prompt","gpt-3.5-turbo-0125",29,48,1,2,3,4,4,2,3,0,1,11,31,46,46,11,31
"standard prompt","gpt-3.5-turbo-0125",29,49,0,0,-99,1,0,-99,1,1,1,11,0,48,11,0,48
"standard prompt","gpt-3.5-turbo-0125",29,50,1,2,3,4,3,4,2,0,0,12,31,54,31,54,12
"standard prompt","gpt-3.5-turbo-0125",29,51,0,0,-99,1,0,-99,1,1,1,15,0,46,15,0,46
"standard prompt","gpt-3.5-turbo-0125",29,52,1,2,3,4,2,4,3,1,1,12,35,49,12,49,35
"standard prompt","gpt-3.5-turbo-0125",29,53,1,2,3,4,2,3,4,1,0,14,31,51,14,31,51
"standard prompt","gpt-3.5-turbo-0125",29,54,1,2,3,4,4,2,3,0,1,14,30,48,48,14,30
"standard prompt","gpt-3.5-turbo-0125",29,55,0,0,-99,1,1,-99,0,0,1,16,0,49,49,0,16
"standard prompt","gpt-3.5-turbo-0125",29,56,0,0,-99,1,0,-99,1,1,1,16,0,45,16,0,45
"standard prompt","gpt-3.5-turbo-0125",29,57,3,7,8,9,7,8,9,2,1,14,48,85,14,48,85
"standard prompt","gpt-3.5-turbo-0125",29,58,3,7,8,9,8,7,9,2,1,12,48,84,48,12,84
"standard prompt","gpt-3.5-turbo-0125",29,59,0,0,-99,1,1,-99,0,0,1,11,0,47,47,0,11
"standard prompt","gpt-3.5-turbo-0125",29,0,99,0,-99,1,0,-99,1,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,1,99,0,-99,2,2,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,2,99,0,-99,3,0,-99,3,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,3,99,0,-99,4,0,-99,4,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,4,99,0,-99,5,5,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,5,99,0,-99,6,0,-99,6,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,6,99,0,-99,7,7,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,7,99,0,-99,8,0,-99,8,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,8,99,0,-99,9,9,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,9,99,1,-99,2,1,-99,2,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,10,99,1,-99,3,1,-99,3,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,11,99,1,-99,4,1,-99,4,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,12,99,1,-99,5,5,-99,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,13,99,1,-99,6,6,-99,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,14,99,1,-99,7,7,-99,1,1,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,15,99,1,-99,8,8,-99,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,16,99,1,-99,9,9,-99,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,17,99,2,-99,3,3,-99,2,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,18,99,2,-99,4,4,-99,2,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,19,99,2,-99,5,5,-99,2,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,20,99,2,-99,6,2,-99,6,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,21,99,2,-99,7,7,-99,2,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,22,99,2,-99,8,2,-99,8,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,23,99,2,-99,9,2,-99,9,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,24,99,3,-99,4,3,-99,4,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,25,99,3,-99,5,3,-99,5,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,26,99,3,-99,6,6,-99,3,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,27,99,3,-99,7,3,-99,7,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,28,99,3,-99,8,3,-99,8,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,29,99,3,-99,9,3,-99,9,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,30,99,4,-99,5,4,-99,5,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,31,99,4,-99,6,6,-99,4,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,32,99,4,-99,7,4,-99,7,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,33,99,4,-99,8,4,-99,8,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,34,99,4,-99,9,4,-99,9,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,35,99,5,-99,6,6,-99,5,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,36,99,5,-99,7,7,-99,5,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,37,99,5,-99,8,5,-99,8,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,38,99,5,-99,9,5,-99,9,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,39,99,6,-99,7,6,-99,7,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,40,99,6,-99,8,8,-99,6,1,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,41,99,6,-99,9,6,-99,9,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,42,99,7,-99,8,7,-99,8,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,43,99,7,-99,9,7,-99,9,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",29,44,99,8,-99,9,9,-99,8,0,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,0,3,7,8,9,8,9,7,0,0,11,47,85,47,85,11
"standard prompt","gpt-4-0125-preview",30,1,1,2,3,4,3,4,2,0,0,17,30,49,30,49,17
"standard prompt","gpt-4-0125-preview",30,2,3,7,8,9,9,7,8,0,1,14,49,87,87,14,49
"standard prompt","gpt-4-0125-preview",30,3,1,2,3,4,4,3,2,0,1,14,29,49,49,29,14
"standard prompt","gpt-4-0125-preview",30,4,3,7,8,9,8,9,7,1,1,14,53,84,53,84,14
"standard prompt","gpt-4-0125-preview",30,5,0,0,-99,1,0,-99,1,0,0,13,0,50,13,0,50
"standard prompt","gpt-4-0125-preview",30,6,0,0,-99,1,1,-99,0,0,1,13,0,52,52,0,13
"standard prompt","gpt-4-0125-preview",30,7,1,2,3,4,4,3,2,0,1,11,34,47,47,34,11
"standard prompt","gpt-4-0125-preview",30,8,3,7,8,9,7,8,9,2,1,14,52,88,14,52,88
"standard prompt","gpt-4-0125-preview",30,9,2,5,-99,6,5,-99,6,0,0,13,0,85,13,0,85
"standard prompt","gpt-4-0125-preview",30,10,3,7,8,9,9,7,8,0,1,15,52,84,84,15,52
"standard prompt","gpt-4-0125-preview",30,11,0,0,-99,1,1,-99,0,0,1,15,0,50,50,0,15
"standard prompt","gpt-4-0125-preview",30,12,2,5,-99,6,6,-99,5,0,1,12,0,88,88,0,12
"standard prompt","gpt-4-0125-preview",30,13,3,7,8,9,7,9,8,1,1,11,49,86,11,86,49
"standard prompt","gpt-4-0125-preview",30,14,0,0,-99,1,1,-99,0,0,1,14,0,51,51,0,14
"standard prompt","gpt-4-0125-preview",30,15,2,5,-99,6,5,-99,6,1,1,10,0,83,10,0,83
"standard prompt","gpt-4-0125-preview",30,16,1,2,3,4,3,2,4,2,1,13,33,52,33,13,52
"standard prompt","gpt-4-0125-preview",30,17,0,0,-99,1,0,-99,1,1,1,13,0,52,13,0,52
"standard prompt","gpt-4-0125-preview",30,18,2,5,-99,6,6,-99,5,0,1,11,0,86,86,0,11
"standard prompt","gpt-4-0125-preview",30,19,0,0,-99,1,0,-99,1,1,1,13,0,52,13,0,52
"standard prompt","gpt-4-0125-preview",30,20,0,0,-99,1,1,-99,0,0,1,14,0,54,54,0,14
"standard prompt","gpt-4-0125-preview",30,21,2,5,-99,6,5,-99,6,1,1,15,0,86,15,0,86
"standard prompt","gpt-4-0125-preview",30,22,2,5,-99,6,6,-99,5,0,1,13,0,84,84,0,13
"standard prompt","gpt-4-0125-preview",30,23,0,0,-99,1,0,-99,1,1,1,16,0,53,16,0,53
"standard prompt","gpt-4-0125-preview",30,24,1,2,3,4,4,3,2,0,1,14,31,47,47,31,14
"standard prompt","gpt-4-0125-preview",30,25,2,5,-99,6,5,-99,6,1,1,13,0,87,13,0,87
"standard prompt","gpt-4-0125-preview",30,26,1,2,3,4,3,2,4,2,1,16,31,51,31,16,51
"standard prompt","gpt-4-0125-preview",30,27,1,2,3,4,2,3,4,2,1,13,33,52,13,33,52
"standard prompt","gpt-4-0125-preview",30,28,2,5,-99,6,6,-99,5,0,1,16,0,85,85,0,16
"standard prompt","gpt-4-0125-preview",30,29,3,7,8,9,8,7,9,2,1,15,50,86,50,15,86
"standard prompt","gpt-4-0125-preview",30,30,3,7,8,9,9,7,8,0,1,14,48,86,86,14,48
"standard prompt","gpt-4-0125-preview",30,31,3,7,8,9,9,7,8,0,1,12,51,85,85,12,51
"standard prompt","gpt-4-0125-preview",30,32,1,2,3,4,3,4,2,1,1,17,26,48,26,48,17
"standard prompt","gpt-4-0125-preview",30,33,0,0,-99,1,0,-99,1,1,1,13,0,50,13,0,50
"standard prompt","gpt-4-0125-preview",30,34,1,2,3,4,2,3,4,2,1,16,29,45,16,29,45
"standard prompt","gpt-4-0125-preview",30,35,2,5,-99,6,6,-99,5,0,1,12,0,85,85,0,12
"standard prompt","gpt-4-0125-preview",30,36,0,0,-99,1,1,-99,0,0,1,13,0,50,50,0,13
"standard prompt","gpt-4-0125-preview",30,37,3,7,8,9,9,8,7,0,1,18,50,86,86,50,18
"standard prompt","gpt-4-0125-preview",30,38,0,0,-99,1,0,-99,1,1,1,13,0,50,13,0,50
"standard prompt","gpt-4-0125-preview",30,39,1,2,3,4,4,3,2,0,1,15,31,50,50,31,15
"standard prompt","gpt-4-0125-preview",30,40,2,5,-99,6,6,-99,5,0,1,10,0,88,88,0,10
"standard prompt","gpt-4-0125-preview",30,41,2,5,-99,6,6,-99,5,0,1,9,0,88,88,0,9
"standard prompt","gpt-4-0125-preview",30,42,1,2,3,4,3,2,4,2,1,12,31,50,31,12,50
"standard prompt","gpt-4-0125-preview",30,43,1,2,3,4,2,4,3,1,1,18,33,50,18,50,33
"standard prompt","gpt-4-0125-preview",30,44,1,2,3,4,2,4,3,1,1,17,34,54,17,54,34
"standard prompt","gpt-4-0125-preview",30,45,3,7,8,9,8,7,9,2,1,11,50,84,50,11,84
"standard prompt","gpt-4-0125-preview",30,46,1,2,3,4,4,2,3,0,1,16,30,52,52,16,30
"standard prompt","gpt-4-0125-preview",30,47,2,5,-99,6,5,-99,6,1,1,14,0,87,14,0,87
"standard prompt","gpt-4-0125-preview",30,48,0,0,-99,1,1,-99,0,0,1,14,0,47,47,0,14
"standard prompt","gpt-4-0125-preview",30,49,0,0,-99,1,1,-99,0,0,1,13,0,51,51,0,13
"standard prompt","gpt-4-0125-preview",30,50,1,2,3,4,3,2,4,2,1,16,30,51,30,16,51
"standard prompt","gpt-4-0125-preview",30,51,2,5,-99,6,5,-99,6,1,1,18,0,87,18,0,87
"standard prompt","gpt-4-0125-preview",30,52,2,5,-99,6,6,-99,5,0,1,16,0,87,87,0,16
"standard prompt","gpt-4-0125-preview",30,53,3,7,8,9,9,7,8,0,1,12,51,85,85,12,51
"standard prompt","gpt-4-0125-preview",30,54,0,0,-99,1,1,-99,0,0,1,17,0,53,53,0,17
"standard prompt","gpt-4-0125-preview",30,55,3,7,8,9,8,7,9,2,1,15,48,85,48,15,85
"standard prompt","gpt-4-0125-preview",30,56,2,5,-99,6,5,-99,6,1,1,14,0,87,14,0,87
"standard prompt","gpt-4-0125-preview",30,57,0,0,-99,1,1,-99,0,0,1,14,0,49,49,0,14
"standard prompt","gpt-4-0125-preview",30,58,3,7,8,9,7,9,8,1,1,13,52,85,13,85,52
"standard prompt","gpt-4-0125-preview",30,59,3,7,8,9,7,8,9,2,1,16,52,86,16,52,86
"standard prompt","gpt-4-0125-preview",30,0,99,0,-99,1,0,-99,1,1,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,1,99,0,-99,2,2,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,2,99,0,-99,3,3,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,3,99,0,-99,4,4,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,4,99,0,-99,5,0,-99,5,1,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,5,99,0,-99,6,6,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,6,99,0,-99,7,7,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,7,99,0,-99,8,0,-99,8,1,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,8,99,0,-99,9,9,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,9,99,1,-99,2,2,-99,1,1,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,10,99,1,-99,3,1,-99,3,0,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,11,99,1,-99,4,4,-99,1,1,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,12,99,1,-99,5,5,-99,1,1,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,13,99,1,-99,6,1,-99,6,1,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,14,99,1,-99,7,1,-99,7,0,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,15,99,1,-99,8,1,-99,8,0,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,16,99,1,-99,9,9,-99,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,17,99,2,-99,3,2,-99,3,1,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,18,99,2,-99,4,4,-99,2,0,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,19,99,2,-99,5,2,-99,5,0,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,20,99,2,-99,6,2,-99,6,1,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,21,99,2,-99,7,7,-99,2,1,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,22,99,2,-99,8,2,-99,8,1,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,23,99,2,-99,9,2,-99,9,1,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,24,99,3,-99,4,3,-99,4,1,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,25,99,3,-99,5,5,-99,3,1,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,26,99,3,-99,6,3,-99,6,1,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,27,99,3,-99,7,3,-99,7,0,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,28,99,3,-99,8,3,-99,8,1,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,29,99,3,-99,9,9,-99,3,0,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,30,99,4,-99,5,5,-99,4,1,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,31,99,4,-99,6,6,-99,4,0,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,32,99,4,-99,7,7,-99,4,1,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,33,99,4,-99,8,8,-99,4,0,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,34,99,4,-99,9,4,-99,9,1,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,35,99,5,-99,6,5,-99,6,1,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,36,99,5,-99,7,7,-99,5,1,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,37,99,5,-99,8,8,-99,5,0,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,38,99,5,-99,9,9,-99,5,0,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,39,99,6,-99,7,6,-99,7,0,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,40,99,6,-99,8,8,-99,6,1,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,41,99,6,-99,9,6,-99,9,0,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,42,99,7,-99,8,7,-99,8,1,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,43,99,7,-99,9,7,-99,9,1,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",30,44,99,8,-99,9,9,-99,8,0,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",31,0,3,7,8,9,7,8,9,0,0,12,50,89,12,50,89
"standard prompt","gpt-4-0125-preview",31,1,1,2,3,4,3,4,2,0,0,11,33,49,33,49,11
"standard prompt","gpt-4-0125-preview",31,2,1,2,3,4,3,2,4,2,1,16,30,48,30,16,48
"standard prompt","gpt-4-0125-preview",31,3,1,2,3,4,3,2,4,0,0,13,31,48,31,13,48
"standard prompt","gpt-4-0125-preview",31,4,2,5,-99,6,6,-99,5,0,1,11,0,89,89,0,11
"standard prompt","gpt-4-0125-preview",31,5,1,2,3,4,2,4,3,1,1,17,32,52,17,52,32
"standard prompt","gpt-4-0125-preview",31,6,3,7,8,9,8,7,9,2,1,12,45,86,45,12,86
"standard prompt","gpt-4-0125-preview",31,7,1,2,3,4,4,2,3,0,1,12,31,48,48,12,31
"standard prompt","gpt-4-0125-preview",31,8,1,2,3,4,4,3,2,0,1,16,31,52,52,31,16
"standard prompt","gpt-4-0125-preview",31,9,0,0,-99,1,1,-99,0,0,1,12,0,51,51,0,12
"standard prompt","gpt-4-0125-preview",31,10,0,0,-99,1,1,-99,0,0,1,14,0,52,52,0,14
"standard prompt","gpt-4-0125-preview",31,11,3,7,8,9,8,7,9,2,1,8,49,88,49,8,88
"standard prompt","gpt-4-0125-preview",31,12,3,7,8,9,8,7,9,2,1,13,51,82,51,13,82
"standard prompt","gpt-4-0125-preview",31,13,3,7,8,9,9,7,8,0,1,16,53,84,84,16,53
"standard prompt","gpt-4-0125-preview",31,14,1,2,3,4,4,3,2,0,1,11,31,52,52,31,11
"standard prompt","gpt-4-0125-preview",31,15,0,0,-99,1,0,-99,1,1,1,13,0,51,13,0,51
"standard prompt","gpt-4-0125-preview",31,16,0,0,-99,1,0,-99,1,1,1,10,0,51,10,0,51
"standard prompt","gpt-4-0125-preview",31,17,1,2,3,4,2,4,3,1,1,16,30,50,16,50,30
"standard prompt","gpt-4-0125-preview",31,18,0,0,-99,1,0,-99,1,1,1,11,0,52,11,0,52
"standard prompt","gpt-4-0125-preview",31,19,0,0,-99,1,0,-99,1,1,1,15,0,50,15,0,50
"standard prompt","gpt-4-0125-preview",31,20,0,0,-99,1,0,-99,1,1,1,16,0,49,16,0,49
"standard prompt","gpt-4-0125-preview",31,21,0,0,-99,1,1,-99,0,0,1,15,0,50,50,0,15
"standard prompt","gpt-4-0125-preview",31,22,2,5,-99,6,6,-99,5,0,1,16,0,85,85,0,16
"standard prompt","gpt-4-0125-preview",31,23,0,0,-99,1,1,-99,0,0,1,13,0,47,47,0,13
"standard prompt","gpt-4-0125-preview",31,24,3,7,8,9,9,7,8,0,1,16,50,89,89,16,50
"standard prompt","gpt-4-0125-preview",31,25,3,7,8,9,8,7,9,2,1,14,52,84,52,14,84
"standard prompt","gpt-4-0125-preview",31,26,2,5,-99,6,5,-99,6,1,1,14,0,86,14,0,86
"standard prompt","gpt-4-0125-preview",31,27,2,5,-99,6,5,-99,6,1,1,17,0,84,17,0,84
"standard prompt","gpt-4-0125-preview",31,28,1,2,3,4,2,3,4,2,1,13,31,52,13,31,52
"standard prompt","gpt-4-0125-preview",31,29,2,5,-99,6,6,-99,5,0,1,13,0,87,87,0,13
"standard prompt","gpt-4-0125-preview",31,30,2,5,-99,6,6,-99,5,0,1,10,0,90,90,0,10
"standard prompt","gpt-4-0125-preview",31,31,0,0,-99,1,1,-99,0,0,1,12,0,48,48,0,12
"standard prompt","gpt-4-0125-preview",31,32,2,5,-99,6,5,-99,6,1,1,16,0,84,16,0,84
"standard prompt","gpt-4-0125-preview",31,33,0,0,-99,1,0,-99,1,1,1,13,0,49,13,0,49
"standard prompt","gpt-4-0125-preview",31,34,2,5,-99,6,5,-99,6,1,1,17,0,86,17,0,86
"standard prompt","gpt-4-0125-preview",31,35,3,7,8,9,9,8,7,0,1,13,47,86,86,47,13
"standard prompt","gpt-4-0125-preview",31,36,2,5,-99,6,5,-99,6,1,1,12,0,86,12,0,86
"standard prompt","gpt-4-0125-preview",31,37,0,0,-99,1,0,-99,1,1,1,11,0,49,11,0,49
"standard prompt","gpt-4-0125-preview",31,38,1,2,3,4,2,4,3,1,1,11,36,50,11,50,36
"standard prompt","gpt-4-0125-preview",31,39,0,0,-99,1,0,-99,1,1,1,14,0,49,14,0,49
"standard prompt","gpt-4-0125-preview",31,40,3,7,8,9,7,9,8,1,1,15,48,83,15,83,48
"standard prompt","gpt-4-0125-preview",31,41,3,7,8,9,8,9,7,1,1,13,49,83,49,83,13
"standard prompt","gpt-4-0125-preview",31,42,3,7,8,9,7,9,8,1,1,12,48,83,12,83,48
"standard prompt","gpt-4-0125-preview",31,43,3,7,8,9,9,8,7,0,1,17,47,82,82,47,17
"standard prompt","gpt-4-0125-preview",31,44,2,5,-99,6,5,-99,6,1,1,9,0,85,9,0,85
"standard prompt","gpt-4-0125-preview",31,45,2,5,-99,6,5,-99,6,1,1,16,0,87,16,0,87
"standard prompt","gpt-4-0125-preview",31,46,1,2,3,4,2,3,4,2,1,14,33,47,14,33,47
"standard prompt","gpt-4-0125-preview",31,47,1,2,3,4,2,4,3,1,1,12,33,50,12,50,33
"standard prompt","gpt-4-0125-preview",31,48,2,5,-99,6,6,-99,5,0,1,15,0,84,84,0,15
"standard prompt","gpt-4-0125-preview",31,49,3,7,8,9,8,7,9,2,1,11,48,87,48,11,87
"standard prompt","gpt-4-0125-preview",31,50,1,2,3,4,4,2,3,0,1,14,32,47,47,14,32
"standard prompt","gpt-4-0125-preview",31,51,2,5,-99,6,6,-99,5,0,1,11,0,90,90,0,11
"standard prompt","gpt-4-0125-preview",31,52,1,2,3,4,4,2,3,0,1,11,31,50,50,11,31
"standard prompt","gpt-4-0125-preview",31,53,3,7,8,9,9,8,7,0,1,12,48,87,87,48,12
"standard prompt","gpt-4-0125-preview",31,54,2,5,-99,6,5,-99,6,1,1,13,0,87,13,0,87
"standard prompt","gpt-4-0125-preview",31,55,1,2,3,4,4,3,2,0,1,12,27,47,47,27,12
"standard prompt","gpt-4-0125-preview",31,56,0,0,-99,1,1,-99,0,0,1,14,0,46,46,0,14
"standard prompt","gpt-4-0125-preview",31,57,3,7,8,9,9,8,7,0,1,13,49,86,86,49,13
"standard prompt","gpt-4-0125-preview",31,58,0,0,-99,1,1,-99,0,0,1,11,0,47,47,0,11
"standard prompt","gpt-4-0125-preview",31,59,2,5,-99,6,6,-99,5,0,1,16,0,86,86,0,16
"standard prompt","gpt-4-0125-preview",31,0,99,0,-99,1,0,-99,1,1,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",31,1,99,0,-99,2,2,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",31,2,99,0,-99,3,0,-99,3,1,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",31,3,99,0,-99,4,4,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",31,4,99,0,-99,5,5,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",31,5,99,0,-99,6,0,-99,6,1,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",31,6,99,0,-99,7,7,-99,0,1,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",31,7,99,0,-99,8,0,-99,8,1,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",31,8,99,0,-99,9,9,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",31,9,99,1,-99,2,1,-99,2,0,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",31,10,99,1,-99,3,3,-99,1,1,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",31,11,99,1,-99,4,4,-99,1,1,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",31,12,99,1,-99,5,5,-99,1,1,0,0,0,0,0,0,0
"standard prompt","gpt-4-0125-preview",31,13,99,1,-99,6,6,-99,1,0,1,0,0,0,0,0,0
